// Creator: RBR Ltd.,,,,,,,,,,,,,,,,,,
// Create time: 2024-06-14T16:00:22,,,,,,,,,,,,,,,,,,
// Instrument model firmware and serialID: RBRmaestro³ 1.15 231420,,,,,,,,,,,,,,,,,,
// Sample period: 0.5 second,,,,,,,,,,,,,,,,,,
// Processing history:,,,,,,,,,,,,,,,,,,
"//	231420_20240614_1557.rsk opened using pyRSKtools v1.1.1.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
// timestamp(yyyy-mm-ddTHH:MM:ss.FFF),    conductivity(mS/cm),    temperature(°C),    pressure(dbar),    temperature1(°C),    dissolved_o2_concentration(µmol/L),    chlorophyll-a(ug/l),    fdom(ppb),    turbidity(FTU),    voltage(V),    voltage1(V),    voltage2(V),    voltage3(V),    sea_pressure(dbar),    depth(m),    salinity(PSU),    speed_of_sound(m/s),    specific_conductivity(µS/cm),    dissolved_o2_saturation(%)
2024-06-11T07:26:41.500,0.003390274,11.99395752,10.03405571,13.60149956,312.7875671,6.978000164,1.307000041,0.79369998,0.029603643,0.029612225,0.029569309,0.029580757,-0.098443985,-0.097641207,0.007191288,1455.012329,4.510835171,92.91052246
2024-06-11T07:26:42.000,0.003173747,11.98147583,10.03370571,13.57999992,313.1102295,7.765000343,1.140000105,0.805899978,0.029605072,0.029612225,0.029567881,0.029579323,-0.098793983,-0.097988345,0.007092187,1454.964966,4.224080086,92.97988129
2024-06-11T07:26:42.500,0.00305083,11.97756958,10.04140854,13.57999992,313.1104126,7.08150053,1.23150003,0.833350003,0.029605791,0.029613655,0.02957217,0.029583614,-0.091091156,-0.090348333,0.007038066,1454.950195,4.06088829,92.97164154
2024-06-11T07:26:43.000,0.003028521,11.98596191,10.03810692,13.5703001,313.0747986,7.08150053,1.23150003,0.890699983,0.029605791,0.029613655,0.029573604,0.029582899,-0.094392776,-0.093623035,0.007032554,1454.981934,4.030333042,92.97879791
2024-06-11T07:26:43.500,0.002804678,11.9989624,10.03855324,13.5703001,313.0749817,7.072500229,1.265000105,0.854499996,0.029603643,0.029610796,0.029567163,0.029582186,-0.093946457,-0.093180351,0.006945109,1455.030884,3.731212378,93.00636292
2024-06-11T07:26:44.000,0.00322637,12.01577759,10.03952789,13.55659962,312.582428,7.583500385,1.187000036,0.836250007,0.029601496,0.029611509,0.029570028,0.029580757,-0.092971802,-0.092213646,0.007130617,1455.094604,4.290377617,92.89572144
2024-06-11T07:26:44.500,0.003133103,12.0322876,10.0448513,13.55659962,312.5825195,8.016500473,1.346000075,0.792750001,0.029603643,0.029611509,0.02957074,0.029580757,-0.087648392,-0.086933643,0.007098459,1455.157104,4.164606094,92.93063354
2024-06-11T07:26:45.000,0.003093967,12.04959106,10.04696083,13.55169964,312.7399902,8.016500473,1.346000075,0.752399981,0.029606503,0.029610796,0.02957074,0.029581469,-0.085538864,-0.084841318,0.0070899,1455.222534,4.110779285,93.01403809
2024-06-11T07:26:45.500,0.003032497,12.05471802,10.04198551,13.55169964,312.7399902,8.242500305,1.32250011,0.749949992,0.029605072,0.029608648,0.02957074,0.029582186,-0.090514183,-0.089776069,0.007066337,1455.241577,4.028583527,93.02488708
2024-06-11T07:26:46.000,0.002901924,12.05297852,10.04176903,13.54959965,313.2715454,8.206000328,1.248500109,0.752499998,0.029603643,0.02960722,0.029570028,0.029580757,-0.090730667,-0.089990787,0.00701087,1455.234985,3.855291367,93.17927551
2024-06-11T07:26:46.500,0.003269507,12.05499268,10.04595184,13.54959965,313.2713013,7.895000458,1.978500128,0.748399973,0.029603643,0.029609367,0.029570028,0.029582899,-0.086547852,-0.08584208,0.007167237,1455.242798,4.343414307,93.18354034
2024-06-11T07:26:47.000,0.002728557,12.05490112,10.0378294,13.53789997,314.3460999,8.521000862,1.102500081,0.770999968,0.02960722,0.029611509,0.029570028,0.029580757,-0.094670296,-0.093898289,0.006940251,1455.242065,3.624791384,93.50293732
2024-06-11T07:26:47.500,0.002896439,12.05862427,10.03506088,13.53789997,314.3459473,8.521000862,1.102500081,0.751299977,0.029606503,0.029609367,0.02957074,0.029580757,-0.097438812,-0.09664423,0.007011239,1455.256226,3.847453594,93.510849
2024-06-11T07:26:48.000,0.003006531,12.06771851,10.03928471,13.52740002,312.8154602,8.575500488,1.057000041,0.717049956,0.029605072,0.029608648,0.02957074,0.029581469,-0.093214989,-0.092454851,0.007061489,1455.290527,3.992771387,93.07484436
2024-06-11T07:26:48.500,0.0030365,12.07281494,10.03641319,13.52740002,312.8153992,7.833000183,1.264500022,0.762649953,0.02960078,0.029612225,0.02957074,0.029582899,-0.096086502,-0.095302947,0.007076462,1455.309692,4.032050133,93.08560181
2024-06-11T07:26:49.000,0.003197412,12.07510376,10.03954124,13.5128994,311.9525452,8.158500671,1.124500036,0.746849954,0.029603643,0.029612944,0.029570028,0.029584333,-0.09295845,-0.092200398,0.007145686,1455.318481,4.245472908,92.83370972
2024-06-11T07:26:49.500,0.002887272,12.0819397,10.03705788,13.5128994,311.9527588,8.158500671,1.124500036,0.746849954,0.029608648,0.029613655,0.029571457,0.029582186,-0.095441818,-0.094663516,0.007018375,1455.344116,3.83300972,92.84814453
2024-06-11T08:39:37.500,0.001581033,11.27996826,10.01155758,11.58640003,327.4564514,3.441000223,1.8325001,0.784799993,0.029598638,0.029598638,0.029565733,0.029584333,-0.120942116,-0.119955868,0.006115345,1452.28833,2.142473698,95.68871307
2024-06-11T08:39:38.000,0.001623876,11.29904175,10.01064491,11.59140015,327.0269775,3.512500048,1.671500087,0.847149968,0.029602926,0.02961652,0.029569309,0.02958791,-0.121854782,-0.120861091,0.006140382,1452.361694,2.199444771,95.6052475
2024-06-11T08:39:38.500,0.001711607,11.31747437,10.00984955,11.59140015,327.0269165,3.512500048,1.671500087,0.847149968,0.029604357,0.029611509,0.029572885,0.029584333,-0.122650146,-0.121649973,0.006181539,1452.432739,2.31716609,95.64586639
2024-06-11T08:39:39.000,0.00175074,11.37493896,10.01533985,11.59729958,328.0629578,2.896500111,1.513000011,0.797450006,0.029605791,0.02961652,0.02957217,0.029586475,-0.117159843,-0.116204441,0.006225033,1452.65332,2.366628408,96.07598877
2024-06-11T08:39:39.500,0.001679835,11.41851807,10.02129555,11.59729958,328.0630188,2.121500015,1.261000037,0.792299986,0.029605072,0.029608648,0.029572885,0.029580038,-0.111204147,-0.110297307,0.006221313,1452.820679,2.268228292,96.17237091
2024-06-11T08:39:40.000,0.001940981,11.46658325,10.0153265,11.60499954,329.7184448,1.766500115,1.003500104,0.841099977,0.029605072,0.029615801,0.029573604,0.029585045,-0.117173195,-0.11621768,0.006342242,1453.004761,2.617599726,96.76461792
2024-06-11T08:39:40.500,0.001752594,11.50036621,10.02205372,11.60499954,329.7185974,1.722500086,1.302000046,0.915299952,0.029604357,0.029611509,0.029575033,0.029584333,-0.110445976,-0.10954532,0.006289085,1453.134277,2.361486673,96.83979034
2024-06-11T08:39:41.000,0.001605221,11.53839111,10.02188873,11.61079979,328.4103394,1.722500086,1.537500024,0.898399949,0.029605791,0.029611509,0.029573604,0.029579323,-0.110610962,-0.109708965,0.006255587,1453.279541,2.160798788,96.53978729
2024-06-11T08:39:41.500,0.001864515,11.56982422,10.02300644,11.61079979,328.4101563,1.859000087,1.553500056,0.781449974,0.029597919,0.029607933,0.029568594,0.029582899,-0.109493256,-0.108600371,0.006365175,1453.39978,2.507809162,96.60945892
2024-06-11T08:39:42.000,0.001978288,11.59085083,10.02630234,11.61660004,328.6676331,1.800500035,1.233500004,0.834249973,0.029603643,0.029612225,0.029573604,0.029584333,-0.106197357,-0.105331346,0.006418377,1453.480225,2.659399271,96.73186493
2024-06-11T08:39:42.500,0.001864515,11.60101318,10.02092743,11.61660004,328.6676941,1.918500066,1.289500117,0.784749985,0.029606503,0.029611509,0.029575033,0.029585045,-0.111572266,-0.110662431,0.006380775,1453.518921,2.505801439,96.75440979
2024-06-11T08:39:43.000,0.001676128,11.61120605,10.01983929,11.62839985,329.895752,1.918500066,1.289500117,0.744049966,0.029610796,0.029615086,0.029572885,0.029585762,-0.112660408,-0.111741699,0.006317455,1453.557617,2.252030849,97.13859558
2024-06-11T08:39:43.500,0.001815945,11.65646362,10.02430344,11.62839985,329.8956604,2.014500141,1.43900001,0.737100005,0.029602926,0.029612225,0.02957217,0.029583614,-0.108196259,-0.107313953,0.006390615,1453.730469,2.437057018,97.23938751
2024-06-11T08:39:44.000,0.002050612,11.67819214,10.01757622,11.63439941,329.5010681,1.703500032,1.591500044,50.63394928,0.029600067,0.029611509,0.029571457,0.029585045,-0.114923477,-0.113986313,0.006489206,1453.813232,2.750456095,97.1714859
2024-06-11T08:39:44.500,0.002274887,11.69296265,10.01267815,11.63439941,329.5008545,1.789000034,1.94750011,0.95539999,0.029596491,0.029607933,0.02957074,0.029585762,-0.119821548,-0.118844442,0.006583626,1453.869507,3.050118446,97.20436096
2024-06-11T08:39:45.000,0.002146167,11.70480347,10.0169239,11.64099979,326.0050354,1.789000034,1.94750011,0.815949976,0.029612944,0.029612225,0.029575033,0.029585762,-0.11557579,-0.114633307,0.006539077,1453.914551,2.876661539,96.19911194
2024-06-11T08:39:45.500,0.002297221,11.71716309,10.01337337,11.64099979,326.0048828,2.215000153,1.441500068,0.895299971,0.029602926,0.029609367,0.029570028,0.029581469,-0.11912632,-0.118154883,0.006604274,1453.96167,3.078156233,96.22631836
2024-06-11T08:39:46.000,0.002051047,11.72128296,10.01927757,11.6456995,327.7802429,2.52850008,8.186500549,5.009900093,0.029604357,0.029609367,0.029572885,0.029585045,-0.113222122,-0.112298831,0.006510655,1453.977295,2.74800539,96.7594223
2024-06-11T08:39:46.500,0.002274887,11.7109375,10.02295113,11.6456995,327.7800903,3.202500105,1.389000058,0.765949965,0.02960078,0.029614372,0.029573604,0.029577892,-0.109548569,-0.108655237,0.00659241,1453.938232,3.048714876,96.73651123
2024-06-11T08:39:47.000,0.001879486,11.68859863,10.02038479,11.64589977,327.2757568,3.202500105,1.389000058,0.773400009,0.029604357,0.029613655,0.029575747,0.029585045,-0.112114906,-0.111200646,0.006430028,1453.852783,2.52025485,96.53821564
2024-06-11T08:39:47.500,0.001812237,11.68283081,10.02565289,11.64589977,327.2758484,2.698000193,1.209500074,0.788100004,0.029615086,0.029609367,0.029571457,0.029585045,-0.106846809,-0.105975509,0.006402445,1453.830933,2.430438757,96.52547455
2024-06-11T08:39:48.000,0.001849543,11.67904663,10.02920723,11.6473999,327.5610352,2.194000006,1.444000125,0.810099959,0.029605072,0.029612225,0.029571457,0.029580757,-0.103292465,-0.102450147,0.006414221,1453.816528,2.48071003,96.60121918
2024-06-11T08:39:48.500,0.001735795,11.66671753,10.01966667,11.6473999,327.5610352,2.452500105,1.124500036,0.767699957,0.029605072,0.029610796,0.02957074,0.029582899,-0.112833023,-0.111912906,0.006366702,1453.769287,2.328881025,96.57390594
2024-06-11T08:39:49.000,0.002049193,11.66372681,10.02312088,11.6480999,327.1797791,2.452500105,1.124500036,0.747199953,0.029601496,0.029609367,0.029569309,0.029585045,-0.109378815,-0.108486861,0.006481512,1453.758179,2.749571562,96.4549942
2024-06-11T08:39:49.500,0.002295393,11.68588257,10.01726151,11.6480999,327.1795044,2.380500078,1.426500082,0.747999966,0.029605072,0.029610796,0.029570028,0.029584333,-0.11523819,-0.114298455,0.006588281,1453.842651,3.078171015,96.50388336
2024-06-11T08:39:50.000,0.002465102,11.71359253,10.02204037,11.65339947,328.9246826,2.465500116,1.163500071,0.753849983,0.029604357,0.029610796,0.029577181,0.029581469,-0.110459328,-0.109558567,0.006669721,1453.94812,3.303409815,97.08026123
2024-06-11T08:39:50.500,0.001903674,11.73300171,10.02303314,11.65339947,328.9251404,2.339500189,1.066500068,0.747799993,0.029602926,0.029607933,0.029568594,0.029582899,-0.109466553,-0.108573884,0.006461075,1454.021729,2.549789906,97.12338257
2024-06-11T08:39:51.000,0.002051047,11.74371338,10.02828884,11.65779972,327.4353333,2.215500116,1.122500062,0.741400003,0.029606503,0.029609367,0.029567163,0.029580757,-0.104210854,-0.103361048,0.006521724,1454.062744,2.746428728,96.70722198
2024-06-11T08:39:51.500,0.00244462,11.74081421,10.02621937,11.65779972,327.434967,2.215500116,1.122500062,0.733150005,0.029608648,0.029613655,0.029565018,0.029580038,-0.106280327,-0.105413646,0.006674631,1454.052002,3.273680925,96.70080566
2024-06-11T08:39:52.000,0.002161114,11.7416687,10.02329159,11.65849972,327.5540771,1.833500028,1.179500103,0.762250006,0.029608648,0.029612225,0.029570028,0.029582186,-0.109208107,-0.108317547,0.006562972,1454.05481,2.893964767,96.73777771
2024-06-11T08:39:52.500,0.002427576,11.72549438,10.0310297,11.65849972,327.5539856,2.097000122,1.118499994,0.683349967,0.029602215,0.029575033,0.029560728,0.029590052,-0.101469994,-0.10064254,0.006660348,1453.993652,3.252130985,96.702034
2024-06-11T08:39:53.000,0.00257334,11.70993042,10.03387547,11.65450001,326.0007629,2.59250021,1.438000083,0.708499968,0.029598638,0.029610079,0.029557152,0.029575747,-0.098624229,-0.097819977,0.006712024,1453.93457,3.448778629,96.20924377
2024-06-11T08:39:53.500,0.002519234,11.70559692,10.03187943,11.65450001,326.0007935,2.59250021,1.438000083,0.720499992,0.029600067,0.029607933,0.029571457,0.029581469,-0.10062027,-0.099799745,0.006687827,1453.918091,3.376640558,96.19969177
2024-06-11T08:39:54.000,0.002278569,11.6857605,10.031744,11.65199947,329.2637939,2.588000059,1.166000009,0.704849958,0.029602215,0.029582186,0.029574316,0.02957217,-0.100755692,-0.099934056,0.00658156,1453.842285,3.055618763,97.11837769
2024-06-11T08:39:54.500,0.002632981,11.66027832,10.02305984,11.65199947,329.2633972,3.276000261,1.46600008,0.681949973,0.029601496,0.029617231,0.029577181,0.029585762,-0.10943985,-0.108547404,0.006712677,1453.745239,3.533200264,97.06171417
2024-06-11T08:39:55.000,0.002353181,11.63265991,10.03153324,11.65079975,327.8717041,2.921500206,1.624500036,0.693199992,0.029602926,0.02961652,0.029571457,0.029577892,-0.100966454,-0.100143105,0.006585327,1453.640137,3.159973621,96.59022522
2024-06-11T08:39:55.500,0.002386806,11.60910034,10.02439308,11.65079975,327.8716125,2.921500206,1.624500036,0.697950006,0.029605791,0.029613655,0.02957217,0.029586475,-0.108106613,-0.107225038,0.006587348,1453.550171,3.207064867,96.53808594
2024-06-11T08:39:56.000,0.002368154,11.58950806,10.02898407,11.64699936,326.3944702,2.819500208,1.098500013,0.697349966,0.029606503,0.029609367,0.02957217,0.029580757,-0.103515625,-0.102671489,0.00657028,1453.475342,3.183602571,96.05997467
2024-06-11T08:39:56.500,0.002312194,11.56784058,10.0283289,11.64699936,326.3945313,2.933500051,1.220000029,0.699899971,0.029605072,0.029611509,0.029577181,0.02958791,-0.104170799,-0.103321321,0.006537231,1453.392456,3.110104561,96.01225281
2024-06-11T08:39:57.000,0.002340282,11.55801392,10.02590752,11.64260006,328.3770752,2.730000019,1.139000058,0.703449965,0.029604357,0.029607933,0.029568594,0.029597919,-0.106592178,-0.105722949,0.006543678,1453.35498,3.148679733,96.57365417
2024-06-11T08:39:57.500,0.002502407,11.55737305,10.02562046,11.64260006,328.3769531,2.730000019,1.139000058,0.70875001,0.02960722,0.029612225,0.029572885,0.029596491,-0.106879234,-0.106007665,0.006609171,1453.352661,3.366863489,96.57225037
2024-06-11T08:39:58.000,0.002405459,11.55834961,10.03248882,11.64690018,327.0785828,2.620500088,1.500500083,0.704750001,0.02960722,0.029614372,0.029580757,0.029574316,-0.100010872,-0.099195316,0.006570135,1453.356445,3.236343145,96.19252777
2024-06-11T08:39:58.500,0.002347646,11.56048584,10.02351284,11.64690018,327.0785217,3.234000206,1.164000034,0.705649972,0.029608648,0.029610796,0.029570028,0.029581469,-0.108986855,-0.108098097,0.006547848,1453.36438,3.158386469,96.19721985
2024-06-11T08:39:59.000,0.0026125,11.56161499,10.02599621,11.64799976,328.82724,3.004500151,1.290000081,0.707149982,0.029609367,0.029610079,0.029570028,0.029579323,-0.106503487,-0.10563498,0.006656633,1453.368896,3.514605045,96.71411133
2024-06-11T08:39:59.500,0.00257334,11.56536865,10.02526665,11.64799976,328.8272705,3.004500151,1.290000081,0.707149982,0.029603643,0.029609367,0.029570028,0.029590052,-0.107233047,-0.106358595,0.006642234,1453.383179,3.461587906,96.72245789
2024-06-11T08:40:00.000,0.002554685,11.58642578,10.02400208,11.64919949,327.7153015,2.820000172,1.22450006,0.721300006,0.029602215,0.029612225,0.029579323,0.029582899,-0.10849762,-0.107612856,0.00664473,1453.463623,3.434636354,96.44192505
2024-06-11T08:40:00.500,0.00244462,11.60910034,10.02672863,11.64919949,327.7153931,3.070000172,1.464000106,0.722849965,0.029609367,0.029614372,0.029572885,0.029585762,-0.105771065,-0.104908533,0.006610731,1453.550171,3.284746647,96.49211121
2024-06-11T08:40:01.000,0.002574974,11.6114502,10.03070831,11.65469933,328.4992065,3.01850009,1.388500094,0.737499952,0.029607933,0.029617231,0.02957074,0.029549282,-0.101791382,-0.100961305,0.006665188,1453.559204,3.459690571,96.72813416
2024-06-11T08:40:01.500,0.0023663,11.60836792,10.0279007,11.65469933,328.4993591,2.914500237,1.15200007,0.729799986,0.029605791,0.029609367,0.02957217,0.029582899,-0.104598999,-0.103746027,0.006578738,1453.547363,3.179571152,96.72126007
2024-06-11T08:40:02.000,0.002554685,11.61010742,10.03331566,11.65469933,327.2319946,2.914500237,1.15200007,0.726000011,0.029605791,0.029612225,0.029572885,0.029580757,-0.099184036,-0.098375224,0.006656187,1453.554077,3.432549238,96.35201263
2024-06-11T08:40:02.500,0.002370007,11.60995483,10.024436,11.65469933,327.2320557,3.499500275,1.123500109,0.803249955,0.029605791,0.029614372,0.029571457,0.029584333,-0.108063698,-0.107182473,0.006581003,1453.553345,3.18442297,96.35163879
2024-06-11T08:40:03.000,0.006248036,12.44641113,10.03030872,12.60209942,330.0937195,3.581500053,9.365000725,253.2086487,0.029603643,0.029614372,0.02957217,0.029586475,-0.102190971,-0.101357631,0.00870445,1456.714233,8.218650818,99.06354523
2024-06-11T08:40:03.500,22.20432281,14.74731445,10.06571865,12.60209942,297.3653564,1.424500108,8.728500366,1.059949994,0.029589338,0.029610079,0.029565018,0.029578609,-0.066781044,-0.066236466,17.0147438,1484.976074,27611.35156,104.2439194
2024-06-11T08:40:04.000,22.2596283,14.73345947,10.19651794,14.2645998,273.7842102,1.424500108,8.728500366,1.192849994,0.029604357,0.029611509,0.02957074,0.029581469,0.06401825,0.063496202,17.06709671,1484.992554,27689.23828,95.98046875
2024-06-11T08:40:04.500,22.32047272,14.75030518,10.42564487,14.2645998,273.7167358,1.490000129,8.585500717,1.486249924,0.029605072,0.029610796,0.029570028,0.029583614,0.29314518,0.290754676,17.11069679,1485.103271,27753.81445,96.01631165
2024-06-11T08:40:05.000,22.34656525,14.77880859,10.60861969,14.5576992,269.0509949,1.59950006,8.699000359,1.510499954,0.029603643,0.029608648,0.029570028,0.029585045,0.476119995,0.472237378,17.12005806,1485.212769,27767.46094,94.44122314
2024-06-11T08:40:05.500,22.6459465,14.8425293,10.73926353,14.5576992,268.6986389,2.154500008,8.695500374,1.539099932,0.029603643,0.029610796,0.02957217,0.029583614,0.60676384,0.601815879,17.34279251,1485.686523,28096.97656,94.57228088
2024-06-11T08:40:06.000,22.68304634,14.84094238,10.90291977,14.65089989,268.2337952,2.154500008,8.695500374,0.975649953,0.029603643,0.029610079,0.029567881,0.029582899,0.770420074,0.764137506,17.37454224,1485.720581,28144.06445,94.4239502
2024-06-11T08:40:06.500,22.76916504,14.79702759,11.0472784,14.65089989,268.0737915,2.933500051,8.624500275,1.608749986,0.029604357,0.029610796,0.029573604,0.029581469,0.914778709,0.90731895,17.46624565,1485.682129,28280.34766,94.33447266
2024-06-11T08:40:07.000,22.89259338,14.74078369,11.17331886,14.66580009,265.7440186,2.183500051,8.718000412,1.240100026,0.029602215,0.029611509,0.029571457,0.029582899,1.040819168,1.032331586,17.59508896,1485.64502,28471.64258,93.4790802
2024-06-11T08:40:07.500,22.88130379,14.77349854,11.31450748,14.66580009,265.7923584,2.601000071,8.664500237,0.999899983,0.029603643,0.029610796,0.029571457,0.029585762,1.18200779,1.172368884,17.57087135,1485.729004,28435.50195,93.54592896
2024-06-11T08:40:08.000,22.81269264,14.81091309,11.45013428,14.7156992,265.9162292,2.601000071,8.664500237,0.999899983,0.029605072,0.029611509,0.02957217,0.029585045,1.317634583,1.306889653,17.49648094,1485.770264,28325.08203,93.61971283
2024-06-11T08:40:08.500,22.83255577,14.79940796,11.57049751,14.7156992,265.8789673,2.460000038,8.695000648,0.88924998,0.029604357,0.029610079,0.029572885,0.029582899,1.437997818,1.426271319,17.51827049,1485.759033,28357.48242,93.59668732
2024-06-11T08:40:09.000,22.86773109,14.78033447,11.70714951,14.71350002,266.3758545,2.303500175,8.691500664,0.812999964,0.029602926,0.029609367,0.029570028,0.029583614,1.574649811,1.561809063,17.55631638,1485.741333,28414.02344,93.75627136
2024-06-11T08:40:09.500,23.02409744,14.69351196,11.87986565,14.71350002,266.0777893,3.334500074,8.679000854,0.951649964,0.029602215,0.029610796,0.029571457,0.029582186,1.747365952,1.733116746,17.72696304,1485.651123,28667.38281,93.5801239
2024-06-11T08:40:10.000,23.20146751,14.63012695,12.07337189,14.64629936,266.9570923,2.764000177,8.647500038,0.937299967,0.029605791,0.029612225,0.029568594,0.029585045,1.940872192,1.925045013,17.90543938,1485.648438,28931.83984,93.86827087
2024-06-11T08:40:10.500,23.23947716,14.61004639,12.27093124,14.64629936,266.8861694,2.764000177,8.647500038,1.041800022,0.029604357,0.029612225,0.029575033,0.029584333,2.138431549,2.120993376,17.94672775,1485.63208,28993.10352,93.82784271
2024-06-11T08:40:11.000,23.32400894,14.57833862,12.45481873,14.5692997,265.1778259,2.739500046,8.668499947,0.900099993,0.029602926,0.029610079,0.029570028,0.029583614,2.322319031,2.303381205,18.03279114,1485.62854,29120.56641,93.21492004
2024-06-11T08:40:11.500,23.39257431,14.55993652,12.60931587,14.5692997,265.0661621,2.735000134,8.711500168,0.974049985,0.029602926,0.029610796,0.02957074,0.029580757,2.476816177,2.456618547,18.09932709,1485.64624,29218.99414,93.17803192
2024-06-11T08:40:12.000,23.43241119,14.53808594,12.77777958,14.52019978,265.7786865,2.641000032,8.626000404,0.836600006,0.029603643,0.029612944,0.029568594,0.029582899,2.645279884,2.623708487,18.14319229,1485.626587,29284.01953,93.41108704
2024-06-11T08:40:12.500,23.49386978,14.52294922,12.92546654,14.52019978,265.6795654,2.641000032,8.626000404,0.823650002,0.029605791,0.029612944,0.029571457,0.029582899,2.792966843,2.770190954,18.20232391,1485.646729,29371.43555,93.3807373
2024-06-11T08:40:13.000,23.56202698,14.49365234,13.08373547,14.48670006,265.940155,2.375500202,8.638000488,0.895799994,0.029605072,0.029612944,0.029569309,0.029578609,2.951235771,2.927169323,18.27384186,1485.633789,29477.26563,93.45626068
2024-06-11T08:40:13.500,23.6169548,14.47393799,13.23757172,14.48670006,265.8451233,2.671000242,8.651500702,0.862649977,0.029602215,0.029610079,0.02957074,0.029582186,3.105072021,3.079751015,18.32972336,1485.634888,29559.9082,93.41652679
2024-06-11T08:40:14.000,23.67386055,14.44662476,13.38524532,14.43929958,264.8820801,2.748000145,8.577000618,0.847149968,0.02960722,0.029608648,0.02957074,0.029582899,3.252745628,3.226220369,18.39095497,1485.616211,29650.49414,93.06008148
2024-06-11T08:40:14.500,23.78131866,14.39865112,13.53191757,14.43929958,264.6852417,2.748000145,8.577000618,0.809549987,0.029605072,0.029612225,0.02957217,0.029586475,3.399417877,3.371696711,18.50514603,1485.589844,29819.30078,92.9630661
2024-06-11T08:40:15.000,23.85275459,14.37365723,13.68576527,14.37489986,265.8911743,2.704000235,8.627000809,0.92414999,0.029603643,0.029609367,0.029571457,0.029585045,3.553265572,3.524289846,18.57792473,1485.592529,29926.78711,93.37969971
2024-06-11T08:40:15.500,23.95441246,14.32720947,13.84027481,14.37489986,265.70224,3.127000093,8.646500587,0.958599985,0.029604357,0.029610796,0.02957074,0.029582899,3.707775116,3.677539349,18.68694305,1485.565186,30087.82227,93.28533936
2024-06-11T08:40:16.000,24.00667381,14.30535889,14.01125622,14.31359959,263.9967651,2.90350008,8.579999924,0.778699994,0.029604357,0.029611509,0.02957074,0.029582899,3.878756523,3.847126484,18.74210167,1485.558228,30169.28125,92.67571259
2024-06-11T08:40:16.500,24.04125214,14.27758789,14.1836853,14.31359959,263.9213562,2.90350008,8.579999924,0.778699994,0.029607933,0.029608648,0.029570028,0.029587191,4.051185608,4.018149376,18.78505516,1485.517212,30232.88867,92.61988068
2024-06-11T08:40:17.000,24.04481125,14.28070068,14.34850788,14.27409935,265.3077698,2.821500063,8.605500221,0.796700001,0.029601496,0.029610796,0.02957217,0.029582899,4.216008186,4.18162775,18.78656006,1485.532104,30235.10352,93.1133728
2024-06-11T08:40:17.500,24.04652214,14.27685547,14.50134087,14.27409935,265.3027344,3.233500242,8.549500465,0.80704999,0.029603643,0.029608648,0.029568594,0.029584333,4.368841171,4.33321476,18.78985214,1485.525513,30240.04688,93.10599518
2024-06-11T08:40:18.000,24.05425835,14.26599121,14.64745522,14.25939941,263.8618469,2.986000061,8.549500465,1.165099978,0.029602215,0.029608648,0.029571457,0.029581469,4.514955521,4.478137493,18.80169487,1485.505005,30257.67383,92.58600616
2024-06-11T08:40:18.500,24.07462311,14.23266602,14.80527496,14.25939941,263.8002319,3.249500036,8.576000214,0.818799973,0.02960722,0.029612225,0.029571457,0.029580757,4.672775269,4.634670258,18.8352623,1485.433838,30307.55469,92.5189209
2024-06-11T08:40:19.000,24.08364677,14.23608398,14.97816086,14.23449993,265.3742676,3.249500036,8.576000214,0.945749998,0.029603643,0.029609367,0.029572885,0.029584333,4.845661163,4.806146145,18.84129333,1485.4552,30316.42383,93.08110046
2024-06-11T08:40:19.500,24.08576965,14.22891235,15.17556477,14.23449993,265.365509,2.912500143,8.575000763,0.970699966,0.029603643,0.029611509,0.029571457,0.029580038,5.043065071,5.00194025,18.84654999,1485.440308,30324.32422,93.06703186
2024-06-11T08:40:20.000,24.10939789,14.20257568,15.37022209,14.21509933,264.7653198,3.460000277,8.546500206,1.02820003,0.029605072,0.029610079,0.02957217,0.029587191,5.237722397,5.195010185,18.87957191,1485.392944,30373.30859,92.82419586
2024-06-11T08:40:20.500,24.11496925,14.20001221,15.55137634,14.21509933,264.7564392,2.692500114,8.592000008,0.931050003,0.029606503,0.029610796,0.029569309,0.029585762,5.418876648,5.374687195,18.88555145,1485.394165,30382.20117,92.8195343
2024-06-11T08:40:21.000,24.11675644,14.20083618,15.73367691,14.19649982,265.6913757,2.692500114,8.592000008,0.831149995,0.029603643,0.029610796,0.029575747,0.029582899,5.601177216,5.555501461,18.88664436,1485.401123,30383.85156,93.14952087
2024-06-11T08:40:21.500,24.12007141,14.19924927,15.91079235,14.19649982,265.686615,3.550500154,8.578500748,1.052049994,0.029605072,0.029610079,0.02957217,0.029580038,5.778292656,5.731172562,18.89021683,1485.40271,30389.18945,93.14681244
2024-06-11T08:40:22.000,24.12103844,14.19943237,16.06917572,14.1882,266.2736511,3.276000261,8.548500061,0.933899999,0.029605072,0.029612225,0.029569309,0.029583614,5.936676025,5.888264179,18.89092255,1485.40686,30390.27344,93.35339355
2024-06-11T08:40:22.500,24.1211071,14.19979858,16.24981499,14.1882,266.2755737,3.020000219,8.56000042,1.051399946,0.029604357,0.029610079,0.029571457,0.029582899,6.117315292,6.067430496,18.89075661,1485.410889,30390.0918,93.35468292
2024-06-11T08:40:23.000,24.12050629,14.20004272,16.4107933,14.18909931,265.695343,3.020000219,8.56000042,1.050099969,0.029606503,0.029612225,0.029573604,0.029581469,6.27829361,6.227096081,18.89008522,1485.413574,30389.1543,93.15135193
